"Order ID","Order Date","Order Quantity","Customer ID","Customer Name","Customer City","Customer Country","Customer Loyalty Card","Product ID","Product Coffee Type","Product Roast Type","Product Size (kg)","Product Unit Price","Product Price per 100g","Product Profit"
"DTB-71371-705","7/3/2019","1","48544-90737-AZ","Chiarra Shalders","Clearwater","United States","Yes","L-D-1","Liberica","Dark","1","12.95","1.295","1.6835"
"DUV-12075-132","6/6/2022","5","62494-09113-RP","Marguerite Graves","Fort Smith","United States","No","E-D-0.2","Excelca","Dark","0.2","3.645","1.8225","0.40095"
"DUV-12075-132","6/6/2022","2","62494-09113-RP","Marguerite Graves","Fort Smith","United States","No","L-D-0.5","Liberica","Dark","0.5","7.77","1.554","1.0101"
"HCA-87224-420","8/4/2022","5","62682-27930-PD","Tamarah Fero","Racine","United States","Yes","E-M-0.5","Excelca","Medium","0.5","8.25","1.65","0.9075"
"ABO-29054-365","1/19/2019","6","00256-19905-YG","Stanislaus Valsler","Castlebridge","Ireland","No","A-M-0.5","Arabika","Medium","0.5","6.75","1.35","0.6075"
"DWW-28642-549","3/1/2021","2","91181-19412-RQ","Emmaline Rasmus","Boston","United States","Yes","E-D-0.2","Excelca","Dark","0.2","3.645","1.8225","0.40095"
"RCK-04069-371","10/7/2021","2","94573-61802-PH","Serena Earley","Craigavon","United Kingdom","No","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"IRJ-67095-738","3/20/2019","2","86447-02699-UT","Minny Chamberlayne","Tampa","United States","Yes","E-M-2.5","Excelca","Medium","2.5","31.625","1.265","3.47875"
"DWY-56352-412","2/19/2021","1","55427-08059-DF","Zeke Walisiak","Booterstown","Ireland","Yes","R-D-0.2","Robusta","Dark","0.2","2.685","1.3425","0.1611"
"BAF-42286-205","6/8/2022","4","43074-00987-PB","Oran Colbeck","Montgomery","United States","No","R-M-2.5","Robusta","Medium","2.5","22.885","0.9154","1.3731"
"WOR-52762-511","12/14/2019","6","04739-85772-QT","Elysee Sketch","Sparks","United States","Yes","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"ZWK-03995-815","4/10/2021","2","28279-78469-YW","Ethelda Hobbing","Macon","United States","Yes","E-M-2.5","Excelca","Medium","2.5","31.625","1.265","3.47875"
"CKF-43291-846","3/10/2020","1","91829-99544-DS","Odille Thynne","Whittier","United States","Yes","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"RMW-74160-339","10/16/2020","4","38978-59582-JP","Emlynne Heining","Johnson City","United States","Yes","R-L-2.5","Robusta","Light","2.5","27.485","1.0994","1.6491"
"FMT-94584-786","10/8/2019","2","86504-96610-BH","Katerina Melloi","Rochester","United States","No","A-L-1","Arabika","Light","1","12.95","1.295","1.1655"
"DYG-25473-881","2/8/2020","2","10138-31681-SD","Roxine Drivers","Shawnee Mission","United States","No","A-D-0.2","Arabika","Dark","0.2","2.985","1.4925","0.26865"
"EAY-89850-211","2/19/2019","2","43155-71724-XP","Herbie Peppard","Pasadena","United States","Yes","A-D-0.2","Arabika","Dark","0.2","2.985","1.4925","0.26865"
"EOI-02511-919","3/20/2020","5","66776-88682-RG","Abrahan Mussen","Brooklyn","United States","No","E-L-0.2","Excelca","Light","0.2","4.455","2.2275","0.49005"
"EBA-82404-343","1/26/2021","4","20236-42322-CM","Leta Clarricoates","Wilmington","United States","Yes","L-D-0.2","Liberica","Dark","0.2","3.885","1.9425","0.50505"
"SBI-60013-494","11/12/2021","2","55232-81621-BX","Tory Walas","Garland","United States","No","E-M-0.2","Excelca","Medium","0.2","4.125","2.0625","0.45375"
"QRA-73277-814","7/20/2021","4","80310-92912-JA","Isa Blazewicz","Minneapolis","United States","No","A-L-0.5","Arabika","Light","0.5","7.77","1.554","0.6993"
"EHJ-05910-257","2/7/2021","6","06812-11924-IK","Mina Elstone","Racine","United States","Yes","R-D-1","Robusta","Dark","1","8.95","0.895","0.537"
"QOO-24615-950","8/7/2019","3","01338-83217-GV","Mord Meriet","Grand Forks","United States","No","R-M-2.5","Robusta","Medium","2.5","22.885","0.9154","1.3731"
"WDV-73864-037","3/13/2022","5","66044-25298-TA","Lawrence Pratt","Anchorage","United States","Yes","L-M-0.5","Liberica","Medium","0.5","8.73","1.746","1.1349"
"PKR-88575-066","5/17/2022","1","28728-47861-TZ","Astrix Kitchingham","Oklahoma City","United States","Yes","E-L-0.2","Excelca","Light","0.2","4.455","2.2275","0.49005"
"BWR-85735-955","12/14/2019","3","32638-38620-AX","Burnard Bartholin","Tulsa","United States","Yes","L-M-1","Liberica","Medium","1","14.55","1.455","1.8915"
"YFX-64795-136","1/15/2020","1","83163-65741-IH","Madelene Prinn","Detroit","United States","Yes","L-M-2.5","Liberica","Medium","2.5","33.465","1.3386","4.35045"
"EHJ-82097-549","1/13/2021","2","27517-43747-YD","Melodie OIlier","Glasnevin","Ireland","Yes","R-D-0.2","Robusta","Dark","0.2","2.685","1.3425","0.1611"
"EIL-44855-309","3/15/2021","5","59741-90220-OW","Sherman Mewrcik","Clearwater","United States","Yes","R-D-0.5","Robusta","Dark","0.5","5.37","1.074","0.3222"
"KRZ-13868-122","3/24/2022","3","86779-84838-EJ","Kimberli Mustchin","Mesa","United States","No","E-L-1","Excelca","Light","1","14.85","1.485","1.6335"
"EOI-02511-919","3/20/2020","5","66776-88682-RG","Abrahan Mussen","Brooklyn","United States","No","A-D-0.5","Arabika","Dark","0.5","5.97","1.194","0.5373"
"HXL-22497-359","8/6/2019","3","64875-71224-UI","Marlena Howsden","Memphis","United States","No","A-L-1","Arabika","Light","1","12.95","1.295","1.1655"
"EPT-12715-397","9/9/2020","6","08478-75251-OG","Lenore Messenbird","Springfield","United States","Yes","A-D-0.2","Arabika","Dark","0.2","2.985","1.4925","0.26865"
"EQE-31648-909","1/18/2019","5","19821-05175-WZ","Angie Rizzetti","Lansing","United States","Yes","E-D-0.5","Excelca","Dark","0.5","7.29","1.458","0.8019"
"NOP-21394-646","5/23/2021","4","16982-35708-BZ","Nealson Cuttler","Washington","United States","No","L-L-0.5","Liberica","Light","0.5","9.51","1.902","1.2363"
"NOP-21394-646","5/23/2021","3","16982-35708-BZ","Nealson Cuttler","Washington","United States","No","E-M-1","Excelca","Medium","1","13.75","1.375","1.5125"
"NOP-21394-646","5/23/2021","6","16982-35708-BZ","Nealson Cuttler","Washington","United States","No","E-L-0.5","Excelca","Light","0.5","8.91","1.782","0.9801"
"FTV-77095-168","4/8/2021","6","66708-26678-QK","Adriana Lazarus","Ogden","United States","No","L-L-0.5","Liberica","Light","0.5","9.51","1.902","1.2363"
"ERC-54560-934","5/30/2022","6","11932-85629-CU","Hadley Reuven","Grand Rapids","United States","No","R-D-2.5","Robusta","Dark","2.5","20.585","0.8234","1.2351"
"WMP-68847-770","2/16/2022","1","37490-01572-JW","Vanna Le - Count","Spartanburg","United States","No","L-L-0.2","Liberica","Light","0.2","4.755","2.3775","0.61815"
"TMO-22785-872","7/15/2020","6","01811-60350-CU","Sarette Ducarel","Staten Island","United States","No","E-M-1","Excelca","Medium","1","13.75","1.375","1.5125"
"ESR-66651-814","5/20/2020","4","76624-72205-CK","Jasper Sisneros","Raleigh","United States","Yes","A-D-0.2","Arabika","Dark","0.2","2.985","1.4925","0.26865"
"OOU-61343-455","1/15/2021","2","90123-70970-NY","Nertie Poolman","Charlotte","United States","No","A-M-1","Arabika","Medium","1","11.25","1.125","1.0125"
"RMA-08327-369","1/11/2021","6","93809-05424-MG","Orbadiah Duny","Lubbock","United States","Yes","A-M-0.5","Arabika","Medium","0.5","6.75","1.35","0.6075"
"EUH-08089-954","12/6/2020","2","29050-93691-TS","Vicki Kirdsch","Saint Louis","United States","No","A-D-0.2","Arabika","Dark","0.2","2.985","1.4925","0.26865"
"AUP-10128-606","10/1/2020","1","54387-64897-XC","Fransisco Malecky","Whitwell","United Kingdom","No","A-M-0.5","Arabika","Medium","0.5","6.75","1.35","0.6075"
"EUO-69145-988","8/30/2021","3","60370-41934-IF","Hamlen Pallister","Pensacola","United States","No","E-D-0.2","Excelca","Dark","0.2","3.645","1.8225","0.40095"
"FDY-03414-903","8/12/2019","3","94840-49457-UD","Quinn Parsons","Los Angeles","United States","Yes","A-D-0.5","Arabika","Dark","0.5","5.97","1.194","0.5373"
"PRP-53390-819","3/28/2021","6","84260-39432-ML","Minette Whellans","New York City","United States","No","E-L-0.5","Excelca","Light","0.5","8.91","1.782","0.9801"
"FEO-11834-332","2/11/2022","4","95399-57205-HI","Iorgo Kleinert","Vancouver","United States","Yes","A-D-0.2","Arabika","Dark","0.2","2.985","1.4925","0.26865"
"FOJ-02234-063","4/25/2022","1","59081-87231-VP","Denyse O'Calleran","Pompano Beach","United States","Yes","E-D-2.5","Excelca","Dark","2.5","27.945","1.1178","3.07395"
"QPM-95832-683","11/6/2019","2","35058-04550-VC","Murdock Hame","Balally","Ireland","No","L-L-1","Liberica","Light","1","15.85","1.585","2.0605"
"FRD-17347-990","5/20/2020","4","46681-78850-ZW","Tania Craggs","Whitegate","Ireland","No","A-D-1","Arabika","Dark","1","9.95","0.995","0.8955"
"PUX-47906-110","10/1/2021","4","02002-98725-CH","Alfy Snowding","Toledo","United States","Yes","L-M-1","Liberica","Medium","1","14.55","1.455","1.8915"
"COL-72079-610","12/9/2020","4","38487-01549-MV","Godfry Poinsett","Pasadena","United States","No","E-L-0.5","Excelca","Light","0.5","8.91","1.782","0.9801"
"LBC-45686-819","5/1/2021","5","98573-41811-EQ","Rem Furman","Kinsale","Ireland","Yes","A-M-1","Arabika","Medium","1","11.25","1.125","1.0125"
"BLQ-03709-265","8/4/2022","3","72463-75685-MV","Charis Crosier","Lees Summit","United States","No","R-L-0.2","Robusta","Light","0.2","3.585","1.7925","0.2151"
"BLQ-03709-265","8/4/2022","5","72463-75685-MV","Charis Crosier","Lees Summit","United States","No","R-M-0.2","Robusta","Medium","0.2","2.985","1.4925","0.1791"
"VFZ-91673-181","11/13/2021","6","10225-91535-AI","Lenka Rushmer","Irvine","United States","Yes","A-L-1","Arabika","Light","1","12.95","1.295","1.1655"
"FTC-35822-530","10/10/2020","4","14307-87663-KB","Tammie Drynan","Tampa","United States","Yes","E-D-0.5","Excelca","Dark","0.5","7.29","1.458","0.8019"
"TNI-91067-006","10/5/2020","4","80444-58185-FX","Bobbe Piggott","Washington","United States","Yes","E-L-1","Excelca","Light","1","14.85","1.485","1.6335"
"FVH-29271-315","6/30/2022","3","74415-50873-FC","Corney Curme","Castleknock","Ireland","Yes","A-D-0.5","Arabika","Dark","0.5","5.97","1.194","0.5373"
"PSS-22466-862","5/21/2021","4","11550-78378-GE","Elsbeth Westerman","Newmarket on Fergus","Ireland","No","R-L-0.2","Robusta","Light","0.2","3.585","1.7925","0.2151"
"REH-56504-397","2/26/2020","5","90961-35603-RP","Anabelle Hutchens","Shawnee Mission","United States","No","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"FVV-75700-005","11/20/2020","3","24891-77957-LU","Rochette Huscroft","Reno","United States","Yes","E-D-0.5","Excelca","Dark","0.5","7.29","1.458","0.8019"
"EYE-70374-835","6/29/2021","5","89115-11966-VF","Beltran Mathon","Sacramento","United States","No","R-L-0.2","Robusta","Light","0.2","3.585","1.7925","0.2151"
"CCZ-19589-212","3/27/2021","2","05754-41702-FG","Kristos Streight","Wilkes Barre","United States","No","L-M-0.2","Liberica","Medium","0.2","4.365","2.1825","0.56745"
"BPT-83989-157","10/27/2021","2","84269-49816-ML","Portie Cutchie","Greensboro","United States","No","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"YFH-87456-208","6/12/2019","2","23600-98432-ME","Sinclare Edsell","Newark","United States","Yes","L-M-0.2","Liberica","Medium","0.2","4.365","2.1825","0.56745"
"JLN-14700-924","6/28/2020","5","79058-02767-CP","Conny Gheraldi","Kinloch","United Kingdom","No","L-L-0.2","Liberica","Light","0.2","4.755","2.3775","0.61815"
"JVW-22582-137","3/23/2021","5","89208-74646-UK","Beryle Kenwell","Honolulu","United States","No","E-M-0.2","Excelca","Medium","0.2","4.125","2.0625","0.45375"
"LAA-41879-001","2/10/2022","1","11408-81032-UR","Tomas Sutty","New York City","United States","No","L-L-2.5","Liberica","Light","2.5","36.455","1.4582","4.73915"
"BRV-64870-915","4/16/2019","5","32070-55528-UG","Samuele Ales0","Ballinroad","Ireland","No","L-L-2.5","Liberica","Light","2.5","36.455","1.4582","4.73915"
"FWD-85967-769","6/14/2019","3","20256-54689-LO","Brittani Thoresbie","Englewood","United States","No","E-D-0.2","Excelca","Dark","0.2","3.645","1.8225","0.40095"
"JJX-83339-346","1/2/2022","1","32928-18158-OW","Craggy Bril","Cincinnati","United States","Yes","R-L-0.2","Robusta","Light","0.2","3.585","1.7925","0.2151"
"BIU-21970-705","12/7/2020","2","89711-56688-GG","Friederike Drysdale","Midland","United States","Yes","R-M-2.5","Robusta","Medium","2.5","22.885","0.9154","1.3731"
"ELJ-87741-745","2/20/2020","4","48389-71976-JB","Devon Magowan","Cheyenne","United States","No","E-L-1","Excelca","Light","1","14.85","1.485","1.6335"
"SGI-48226-857","6/11/2020","6","84033-80762-EQ","Codi Littrell","Atlanta","United States","Yes","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"AHV-66988-037","9/8/2020","2","12743-00952-KO","Christel Speak","Duluth","United States","No","R-M-2.5","Robusta","Medium","2.5","22.885","0.9154","1.3731"
"FWU-44971-444","1/11/2019","3","12190-25421-WM","Marvin Malloy","Washington","United States","No","A-D-2.5","Arabika","Dark","2.5","22.885","0.9154","2.05965"
"GHR-72274-715","5/24/2021","1","86881-41559-OR","Othello Syseland","Santa Ana","United States","No","L-D-1","Liberica","Dark","1","12.95","1.295","1.6835"
"VSS-56247-688","5/21/2022","4","08360-19442-GB","Effie Yurkov","Honolulu","United States","No","L-M-2.5","Liberica","Medium","2.5","33.465","1.3386","4.35045"
"HVW-25584-144","4/30/2020","5","93405-51204-UW","Lexie Mallan","Baton Rouge","United States","Yes","L-L-0.2","Liberica","Light","0.2","4.755","2.3775","0.61815"
"GJC-66474-557","8/3/2021","1","64965-78386-MY","Nicolina Jenny","Whittier","United States","No","A-D-1","Arabika","Dark","1","9.95","0.995","0.8955"
"VAJ-44572-469","10/27/2020","6","79216-73157-TE","Delmar Beasant","Kilkenny","Ireland","Yes","R-L-0.2","Robusta","Light","0.2","3.585","1.7925","0.2151"
"GMF-18638-786","9/26/2021","6","60004-62976-NI","Gregorius Kislingbury","Washington","United States","Yes","L-D-0.5","Liberica","Dark","0.5","7.77","1.554","1.0101"
"OGB-91614-810","2/18/2020","1","08909-77713-CG","Mercedes Acott","Charlotte","United States","Yes","R-M-0.2","Robusta","Medium","0.2","2.985","1.4925","0.1791"
"BQI-61647-496","6/13/2021","5","84340-73931-VV","Connor Heaviside","Phoenix","United States","Yes","E-M-1","Excelca","Medium","1","13.75","1.375","1.5125"
"GND-08192-056","5/1/2022","2","17088-16989-PL","Winne Roche","Seminole","United States","Yes","L-D-0.5","Liberica","Dark","0.5","7.77","1.554","1.0101"
"GGD-38107-641","11/23/2021","4","99562-88650-YF","Leia Kernan","Champaign","United States","No","L-M-1","Liberica","Medium","1","14.55","1.455","1.8915"
"LTO-95975-728","10/13/2021","4","46560-73885-PJ","Rosaline McLae","Swindon","United Kingdom","No","R-L-0.5","Robusta","Light","0.5","7.17","1.434","0.4302"
"IGM-84664-265","8/31/2021","3","80179-44620-WN","Cleve Blowfelde","Tucson","United States","No","R-L-0.5","Robusta","Light","0.5","7.17","1.434","0.4302"
"VNC-93921-469","1/31/2020","1","04666-71569-RI","Zacharias Kiffe","Milwaukee","United States","Yes","L-L-1","Liberica","Light","1","15.85","1.585","2.0605"
"SKO-45740-621","1/16/2020","2","04666-71569-RI","Zacharias Kiffe","Milwaukee","United States","Yes","L-M-0.5","Liberica","Medium","0.5","8.73","1.746","1.1349"
"GNO-91911-159","12/17/2020","3","96503-31833-CW","Skylar Jeyness","Dublin","Ireland","No","L-D-0.5","Liberica","Dark","0.5","7.77","1.554","1.0101"
"GNZ-46006-527","4/5/2022","3","95875-73336-RG","Patrice Trobe","Saint Louis","United States","Yes","L-D-0.2","Liberica","Dark","0.2","3.885","1.9425","0.50505"
"DKB-78053-329","6/8/2021","2","12444-05174-OO","Irv Hay","Sheffield","United Kingdom","No","R-M-0.2","Robusta","Medium","0.2","2.985","1.4925","0.1791"
"DFZ-45083-941","11/21/2020","1","34665-62561-AU","Tani Taffarello","Saint Louis","United States","Yes","R-L-2.5","Robusta","Light","2.5","27.485","1.0994","1.6491"
"OTA-40969-710","3/14/2019","5","77877-11993-QH","Monique Canty","Erie","United States","Yes","R-L-1","Robusta","Light","1","11.95","1.195","0.717"
"GRH-45571-667","8/16/2019","3","32291-18308-YZ","Javier Kopke","Tacoma","United States","No","E-M-1","Excelca","Medium","1","13.75","1.375","1.5125"
"NXV-05302-067","4/22/2019","4","25754-33191-ZI","Mar McIver","Richmond","United States","No","L-M-2.5","Liberica","Medium","2.5","33.465","1.3386","4.35045"
"VZH-86274-142","5/2/2022","5","53120-45532-KL","Arabella Fransewich","Kinsealy-Drinan","Ireland","Yes","R-L-1","Robusta","Light","1","11.95","1.195","0.717"
"GOI-41472-677","8/4/2021","4","16545-76328-JY","Darrin Tingly","Lexington","United States","Yes","E-D-2.5","Excelca","Dark","2.5","27.945","1.1178","3.07395"
"GOW-03198-575","3/13/2021","4","61513-27752-FA","Mahala Ludwell","Denver","United States","Yes","A-D-0.5","Arabika","Dark","0.5","5.97","1.194","0.5373"
"GPR-19973-483","6/26/2019","5","92926-08470-YS","Betty Fominov","Pensacola","United States","No","R-D-0.5","Robusta","Dark","0.5","5.37","1.074","0.3222"
"GPU-79113-136","5/22/2019","3","73284-01385-SJ","Abigail Tolworthy","Ogden","United States","Yes","R-D-0.2","Robusta","Dark","0.2","2.685","1.3425","0.1611"
"GPZ-36017-366","7/1/2019","5","65732-22589-OW","Kippie Marrison","Denver","United States","Yes","A-D-2.5","Arabika","Dark","2.5","22.885","0.9154","2.05965"
"GSJ-01065-125","3/31/2020","4","69779-40609-RS","Dael Camilletti","Roanoke","United States","Yes","E-D-0.2","Excelca","Dark","0.2","3.645","1.8225","0.40095"
"CPX-46916-770","8/27/2021","6","12729-50170-JE","Zachariah Carlson","Shankill","Ireland","Yes","R-L-1","Robusta","Light","1","11.95","1.195","0.717"
"MDC-03318-645","4/30/2022","2","43974-44760-QI","Warner Maddox","New York City","United States","No","A-L-0.2","Arabika","Light","0.2","3.885","1.9425","0.34965"
"SFF-86059-407","6/3/2020","1","30585-48726-BK","Donnie Hedlestone","Stamford","United States","No","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"SCL-94540-788","6/13/2022","6","16123-07017-TY","Teddi Crowthe","Toledo","United States","No","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"HVU-21634-076","6/10/2020","4","27723-45097-MH","Dorelia Bury","Castleblayney","Ireland","Yes","R-L-2.5","Robusta","Light","2.5","27.485","1.0994","1.6491"
"XUS-73326-418","12/18/2020","6","37078-56703-AF","Gussy Broadbear","Columbia","United States","No","E-L-1","Excelca","Light","1","14.85","1.485","1.6335"
"XWD-18933-006","8/31/2019","2","79420-11075-MY","Emlynne Palfrey","Fort Wayne","United States","Yes","A-L-0.2","Arabika","Light","0.2","3.885","1.9425","0.34965"
"HPD-65272-772","2/25/2019","1","57504-13456-UO","Parsifal Metrick","Saint Louis","United States","Yes","L-M-2.5","Liberica","Medium","2.5","33.465","1.3386","4.35045"
"JEG-93140-224","2/7/2021","5","53751-57560-CN","Christopher Grieveson","Portland","United States","Yes","E-M-0.5","Excelca","Medium","0.5","8.25","1.65","0.9075"
"NNH-62058-950","1/14/2021","4","96112-42558-EA","Karlan Karby","Boulder","United States","Yes","E-L-1","Excelca","Light","1","14.85","1.485","1.6335"
"LTD-71429-845","2/24/2019","1","03157-23165-UB","Flory Crumpe","Norton","United Kingdom","No","A-L-0.5","Arabika","Light","0.5","7.77","1.554","0.6993"
"GYA-80327-368","6/4/2021","4","06899-54551-EH","Chantal Mersh","Milltown","Ireland","No","A-D-1","Arabika","Dark","1","9.95","0.995","0.8955"
"IYO-10245-081","5/9/2020","3","57145-31023-FK","Nanine McCarthy","Louisville","United States","No","E-M-2.5","Excelca","Medium","2.5","31.625","1.265","3.47875"
"BYZ-39669-954","7/18/2020","1","66408-53777-VE","Lyndsey Megany","Buffalo","United States","No","L-L-2.5","Liberica","Light","2.5","36.455","1.4582","4.73915"
"EFB-72860-209","10/17/2019","4","53035-99701-WG","Byram Mergue","Canton","United States","Yes","A-M-0.2","Arabika","Medium","0.2","3.375","1.6875","0.30375"
"GMM-72397-378","5/16/2022","4","45899-92796-EI","Kerr Patise","Boston","United States","No","R-L-0.2","Robusta","Light","0.2","3.585","1.7925","0.2151"
"LYP-52345-883","3/24/2021","1","17649-28133-PY","Mathew Goulter","Kinlough","Ireland","Yes","E-M-0.5","Excelca","Medium","0.5","8.25","1.65","0.9075"
"GZS-50547-887","2/5/2019","2","61600-55136-UM","Corinna Catcheside","Salt Lake City","United States","Yes","E-D-1","Excelca","Dark","1","12.15","1.215","1.3365"
"HBH-64794-080","2/8/2021","3","40560-18556-YE","Chaddie Bennie","El Paso","United States","Yes","R-D-0.2","Robusta","Dark","0.2","2.685","1.3425","0.1611"
"QKA-72582-644","12/16/2020","2","64852-04619-XZ","Violante Skouling","Drumcondra","Ireland","No","E-M-0.5","Excelca","Medium","0.5","8.25","1.65","0.9075"
"HBY-35655-049","5/4/2020","3","69207-93422-CQ","Isis Hessel","Fairbanks","United States","Yes","E-D-2.5","Excelca","Dark","2.5","27.945","1.1178","3.07395"
"HDQ-86094-507","4/27/2019","6","32481-61533-ZJ","Parker Tofful","Fresno","United States","Yes","E-D-1","Excelca","Dark","1","12.15","1.215","1.3365"
"KZR-33023-209","4/8/2022","3","21177-40725-CF","Micki Fero","Danbury","United States","No","E-L-1","Excelca","Light","1","14.85","1.485","1.6335"
"ULM-49433-003","8/14/2020","2","99421-80253-UI","Cybill Graddell","Albany","United States","No","E-M-1","Excelca","Medium","1","13.75","1.375","1.5125"
"SIB-83254-136","5/12/2019","6","45315-50206-DK","Dorian Vizor","Naples","United States","Yes","R-M-0.5","Robusta","Medium","0.5","5.97","1.194","0.3582"
"HEL-86709-449","6/10/2022","1","86579-92122-OC","Brenn Dundredge","Oklahoma City","United States","Yes","E-D-2.5","Excelca","Dark","2.5","27.945","1.1178","3.07395"
"YIS-96268-844","2/11/2020","6","60221-67036-TD","Ken Lestrange","Atlanta","United States","Yes","E-L-0.2","Excelca","Light","0.2","4.455","2.2275","0.49005"
"CXI-04933-855","4/27/2019","6","62923-29397-KX","Lacee Tanti","Corpus Christi","United States","Yes","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"IZU-90429-382","3/26/2022","3","33011-52383-BA","Arel De Lasci","Honolulu","United States","Yes","A-L-1","Arabika","Light","1","12.95","1.295","1.1655"
"HFT-77191-168","11/4/2021","2","48419-02347-XP","Melosa Kippen","Jackson","United States","Yes","R-D-0.2","Robusta","Dark","0.2","2.685","1.3425","0.1611"
"PSD-57291-590","10/24/2019","1","37191-12203-MX","Perkin Stonner","Baltimore","United States","No","A-M-0.5","Arabika","Medium","0.5","6.75","1.35","0.6075"
"HHF-36647-854","11/5/2021","6","39011-18412-GR","Adora Roubert","Port Saint Lucie","United States","Yes","A-D-2.5","Arabika","Dark","2.5","22.885","0.9154","2.05965"
"RDM-99811-230","11/27/2019","5","22349-47389-GY","Benn Checci","Eaton","United Kingdom","No","L-M-0.2","Liberica","Medium","0.2","4.365","2.1825","0.56745"
"JTU-55897-581","2/29/2020","5","70290-38099-GB","Janifer Bagot","Lincoln","United States","No","R-M-0.2","Robusta","Medium","0.2","2.985","1.4925","0.1791"
"CRK-07584-240","1/31/2021","3","18741-72071-PP","Ermin Beeble","Cincinnati","United States","Yes","A-M-1","Arabika","Medium","1","11.25","1.125","1.0125"
"MKE-75518-399","6/17/2022","3","62588-82624-II","Cos Fluin","Sheffield","United Kingdom","No","A-M-1","Arabika","Medium","1","11.25","1.125","1.0125"
"AEL-51169-725","2/3/2020","6","37430-29579-HD","Eveleen Bletsor","West Hartford","United States","Yes","L-M-0.2","Liberica","Medium","0.2","4.365","2.1825","0.56745"
"ZGM-83108-823","1/25/2022","1","84132-22322-QT","Paola Brydell","Listowel","Ireland","No","E-L-1","Excelca","Light","1","14.85","1.485","1.6335"
"KTX-17944-494","12/29/2019","1","74330-29286-RO","Claudetta Rushe","Charlotte","United States","Yes","A-L-0.2","Arabika","Light","0.2","3.885","1.9425","0.34965"
"JBP-78754-392","4/30/2020","6","74330-29286-RO","Claudetta Rushe","Charlotte","United States","Yes","E-M-2.5","Excelca","Medium","2.5","31.625","1.265","3.47875"
"RNH-54912-747","5/1/2021","1","37445-17791-NQ","Natka Leethem","Alexandria","United States","Yes","R-M-0.5","Robusta","Medium","0.5","5.97","1.194","0.3582"
"JDS-33440-914","10/28/2021","3","58511-10548-ZU","Ailene Nesfield","Belfast","United Kingdom","Yes","R-M-1","Robusta","Medium","1","9.95","0.995","0.597"
"HMB-30634-745","2/18/2020","6","19485-98072-PS","Don Flintiff","London","United Kingdom","No","A-D-2.5","Arabika","Dark","2.5","22.885","0.9154","2.05965"
"ZGD-94763-868","12/27/2019","1","53086-67334-KT","Melli Brockway","Des Moines","United States","Yes","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"CZY-70361-485","6/25/2019","6","83308-82257-UN","Nanny Lush","Ballivor","Ireland","No","E-L-2.5","Excelca","Light","2.5","34.155","1.3662","3.75705"
"HNI-91338-546","2/7/2020","5","67285-75317-XI","Nevins Glowacz","Madison","United States","No","A-D-0.5","Arabika","Dark","0.5","5.97","1.194","0.5373"
"HSF-66926-425","3/1/2020","5","00539-42510-RY","Nickey Youles","Edgeworthstown","Ireland","Yes","L-D-2.5","Liberica","Dark","2.5","29.785","1.1914","3.87205"
"ELB-07929-407","1/2/2022","2","54004-04664-AA","Tess Bennison","West Palm Beach","United States","Yes","A-M-2.5","Arabika","Medium","2.5","25.875","1.035","2.32875"
"UJQ-54441-340","7/30/2019","2","26822-19510-SD","Gabie Tweed","Fresno","United States","Yes","E-M-0.2","Excelca","Medium","0.2","4.125","2.0625","0.45375"
"UJQ-54441-340","7/30/2019","5","26822-19510-SD","Gabie Tweed","Fresno","United States","Yes","A-L-0.2","Arabika","Light","0.2","3.885","1.9425","0.34965"
"OWY-43108-475","12/5/2020","6","06432-73165-ML","Gaile Goggin","Sandyford","Ireland","Yes","A-M-0.2","Arabika","Medium","0.2","3.375","1.6875","0.30375"
"HST-96923-073","7/18/2019","6","54722-76431-EX","Helli Petroulis","Mullagh","Ireland","No","R-D-2.5","Robusta","Dark","2.5","20.585","0.8234","1.2351"
"HUG-52766-375","6/5/2020","4","78786-77449-RQ","Jermaine Branchett","Lubbock","United States","No","A-D-2.5","Arabika","Dark","2.5","22.885","0.9154","2.05965"
"OQS-46321-904","7/20/2019","1","19597-91185-CM","Diena Peetermann","Shawnee Mission","United States","No","E-M-1","Excelca","Medium","1","13.75","1.375","1.5125"
"IBW-87442-480","7/14/2022","1","79814-23626-JR","Trina Le Sarr","San Francisco","United States","Yes","A-L-2.5","Arabika","Light","2.5","29.785","1.1914","2.68065"
"HXA-72415-025","5/12/2022","2","93417-12322-YB","Dollie Gadsden","Cluain Meala","Ireland","Yes","A-D-2.5","Arabika","Dark","2.5","22.885","0.9154","2.05965"
"HYR-03455-684","12/19/2021","2","29808-89098-XD","Ira Sjostrom","Erie","United States","No","L-D-0.2","Liberica","Dark","0.2","3.885","1.9425","0.50505"
